id,intent_id,domain,profile_id,stress_id,profile_mode,flag,synthetic,base_story,user_story,given,when,scope_supported,decision_reason,expected_action,output_type,then,ui_requirement,failure_to_avoid,acceptance,evidence_status
LC-01921,kinh_doanh-10,kinh_doanh,P03,S01,no_device,clean,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp. Bối cảnh hiện tại: thông tin tối thiểu đã rõ, nguồn và đầu mối trong mô hình đã được duyệt.","thông tin tối thiểu đã rõ, nguồn và đầu mối trong mô hình đã được duyệt",Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,không biến phiếu chuẩn bị thành kết luận đủ điều kiện,Thực hiện OFFICIAL_REDIRECT; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; không biến phiếu chuẩn bị thành kết luận đủ điều kiện.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-01922,kinh_doanh-10,kinh_doanh,P03,S02,no_device,unknown_area,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp. Bối cảnh hiện tại: chỉ biết tên quận cũ, chưa xác định phường hiện tại.","chỉ biết tên quận cũ, chưa xác định phường hiện tại",Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Chưa xác định địa bàn thì không áp nội dung địa phương.,ASK_AREA,OUT_OF_SCOPE,Hỏi lại phường hiện tại hoặc hỗ trợ xác minh địa bàn; chưa xuất checklist địa phương.,phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,không đoán địa giới từ tên đường hoặc tên quận cũ,Thực hiện ASK_AREA; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; không đoán địa giới từ tên đường hoặc tên quận cũ.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-01923,kinh_doanh-10,kinh_doanh,P03,S03,no_device,outside,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp. Bối cảnh hiện tại: xác nhận việc cần giải quyết ở ngoài phường Liên Chiểu.",xác nhận việc cần giải quyết ở ngoài phường Liên Chiểu,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Phạm vi hướng dẫn phụ thuộc địa bàn được xác nhận.,OUTSIDE,OUT_OF_SCOPE,Thông báo ngoài địa bàn; mở danh mục chính thức để người dùng chọn nơi phù hợp.,phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,không áp hướng dẫn địa phương sang nơi khác,Thực hiện OUTSIDE; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; không áp hướng dẫn địa phương sang nơi khác.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-01924,kinh_doanh-10,kinh_doanh,P03,S04,no_device,stale,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp. Bối cảnh hiện tại: nguồn hướng dẫn đã quá ngày rà soát quy định trong bộ dữ liệu.",nguồn hướng dẫn đã quá ngày rà soát quy định trong bộ dữ liệu,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,không trình bày dữ liệu cũ như đang còn hiệu lực,Thực hiện OFFICIAL_REDIRECT; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; không trình bày dữ liệu cũ như đang còn hiệu lực.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-01925,kinh_doanh-10,kinh_doanh,P03,S05,no_device,conflict,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp. Bối cảnh hiện tại: hai nguồn chính thức đưa thông tin khác nhau.",hai nguồn chính thức đưa thông tin khác nhau,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,không tự chọn nguồn thuận tiện hoặc ghép hai phiên bản,Thực hiện OFFICIAL_REDIRECT; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; không tự chọn nguồn thuận tiện hoặc ghép hai phiên bản.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-01926,kinh_doanh-10,kinh_doanh,P03,S06,no_device,missing_fact,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp. Bối cảnh hiện tại: người dùng chưa biết một điều kiện quyết định nhánh.",người dùng chưa biết một điều kiện quyết định nhánh,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,cho phép không biết; không tự điền điều kiện,Thực hiện OFFICIAL_REDIRECT; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; cho phép không biết; không tự điền điều kiện.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-01927,kinh_doanh-10,kinh_doanh,P03,S07,no_device,sensitive,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp. Bối cảnh hiện tại: người dùng định dán ảnh căn cước hoặc mã đăng nhập vào ô hỏi.",người dùng định dán ảnh căn cước hoặc mã đăng nhập vào ô hỏi,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Đầu vào nhạy cảm không cần thiết cho nhiệm vụ chuẩn bị.,REMOVE_SENSITIVE,OUT_OF_SCOPE,"Không nhận ảnh giấy tờ, mật khẩu, OTP; bỏ nội dung nhạy cảm và tiếp tục bằng thông tin phân loại.",phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,chặn đầu vào nhạy cảm trước khi gửi ra dịch vụ ngoài,Thực hiện REMOVE_SENSITIVE; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; chặn đầu vào nhạy cảm trước khi gửi ra dịch vụ ngoài.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-01928,kinh_doanh-10,kinh_doanh,P03,S08,no_device,offline,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp. Bối cảnh hiện tại: mất mạng sau khi đã mở được phiếu, không thể kiểm tra phiên bản mới.","mất mạng sau khi đã mở được phiếu, không thể kiểm tra phiên bản mới",Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,chỉ xem lại phiếu có mốc thời gian; không khẳng định vừa xác minh,Thực hiện OFFICIAL_REDIRECT; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; chỉ xem lại phiếu có mốc thời gian; không khẳng định vừa xác minh.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-01929,kinh_doanh-10,kinh_doanh,P03,S09,no_device,ai_down,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp. Bối cảnh hiện tại: dịch vụ AI hết hạn mức hoặc không phản hồi.",dịch vụ AI hết hạn mức hoặc không phản hồi,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,luồng lựa chọn và phiếu đã duyệt vẫn phải dùng được,Thực hiện OFFICIAL_REDIRECT; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; luồng lựa chọn và phiếu đã duyệt vẫn phải dùng được.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-01930,kinh_doanh-10,kinh_doanh,P03,S10,no_device,urgent,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp. Bối cảnh hiện tại: đang có nguy cơ an toàn tức thời tại nơi ở hoặc nơi người dùng hiện diện.",đang có nguy cơ an toàn tức thời tại nơi ở hoặc nơi người dùng hiện diện,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nguy cơ tức thời được ưu tiên hơn hành trình thủ tục.,URGENT_HELP,OUT_OF_SCOPE,Dừng hành trình thủ tục; ưu tiên liên hệ trợ giúp khẩn đã xác minh hoặc người hỗ trợ tại chỗ.,phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,"ưu tiên tìm trợ giúp khẩn phù hợp, không tiếp tục hỏi thủ tục","Thực hiện URGENT_HELP; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; ưu tiên tìm trợ giúp khẩn phù hợp, không tiếp tục hỏi thủ tục.",Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-01931,kinh_doanh-10,kinh_doanh,P04,S01,shift,clean,True,"Là người làm việc theo ca, chỉ rảnh ngoài giờ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp.","Là người làm việc theo ca, chỉ rảnh ngoài giờ, tôi muốn chuẩn bị câu hỏi về an toàn cơ sở kinh doanh, để nhận hướng dẫn chuyên môn theo từng trường hợp. Bối cảnh hiện tại: thông tin tối thiểu đã rõ, nguồn và đầu mối trong mô hình đã được duyệt.","thông tin tối thiểu đã rõ, nguồn và đầu mối trong mô hình đã được duyệt",Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",lưu phiếu tự nguyện; không hứa có người trực 24/7,không biến phiếu chuẩn bị thành kết luận đủ điều kiện,Thực hiện OFFICIAL_REDIRECT; lưu phiếu tự nguyện; không hứa có người trực 24/7; không biến phiếu chuẩn bị thành kết luận đủ điều kiện.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
